longitude,latitude,altitude,time
100.498989,13.72125,11.0,2018-07-24 07:43:10
100.499033,13.721245999999999,11.0,2018-07-24 07:43:11
100.499078,13.721247,11.0,2018-07-24 07:43:12
100.499125,13.721272,11.0,2018-07-24 07:43:14
100.499172,13.721273000000002,10.9,2018-07-24 07:43:16
100.499204,13.721272,10.9,2018-07-24 07:43:17
100.49924200000001,13.721264999999999,10.8,2018-07-24 07:43:18
100.499278,13.721276000000001,10.8,2018-07-24 07:43:19
100.499325,13.721276999999999,10.7,2018-07-24 07:43:20
100.499353,13.721279999999998,10.7,2018-07-24 07:43:21
100.49938399999999,13.721276999999999,10.6,2018-07-24 07:43:22
100.499413,13.721294,10.6,2018-07-24 07:43:23
100.499447,13.721301,10.5,2018-07-24 07:43:24
100.499477,13.7213,10.5,2018-07-24 07:43:25
100.49950799999999,13.721302,10.4,2018-07-24 07:43:26
100.49955899999999,13.721318,10.3,2018-07-24 07:43:28
100.49960300000001,13.72132,10.3,2018-07-24 07:43:30
100.499641,13.721326999999999,10.2,2018-07-24 07:43:32
100.49968,13.721321,10.1,2018-07-24 07:43:34
100.499705,13.721337,10.1,2018-07-24 07:43:35
100.499753,13.721331,10.0,2018-07-24 07:43:37
100.4998,13.721324,10.0,2018-07-24 07:43:39
100.499836,13.721314000000001,9.9,2018-07-24 07:43:40
100.499912,13.721260999999998,9.8,2018-07-24 07:43:42
100.499946,13.721257000000001,9.7,2018-07-24 07:43:43
100.499981,13.721251,9.7,2018-07-24 07:43:44
100.500034,13.721219,9.6,2018-07-24 07:43:45
100.500065,13.721219,9.6,2018-07-24 07:43:46
100.500106,13.721223,9.6,2018-07-24 07:43:47
100.500141,13.721223,9.5,2018-07-24 07:43:48
100.500158,13.721195000000002,9.5,2018-07-24 07:43:49
100.500208,13.721179999999999,9.5,2018-07-24 07:43:51
100.50028,13.721144,9.4,2018-07-24 07:43:53
100.50032,13.721122,9.4,2018-07-24 07:43:54
100.50036800000001,13.721178,9.4,2018-07-24 07:43:55
100.500403,13.721184,9.3,2018-07-24 07:43:56
100.500407,13.721231,9.3,2018-07-24 07:43:57
100.500429,13.721266,9.3,2018-07-24 07:43:58
100.500466,13.721272,9.2,2018-07-24 07:43:59
100.500519,13.721272,9.2,2018-07-24 07:44:01
100.50054300000001,13.721251,9.2,2018-07-24 07:44:02
100.500571,13.721245000000001,9.1,2018-07-24 07:44:03
100.500624,13.721244,9.1,2018-07-24 07:44:04
100.500656,13.721247,9.0,2018-07-24 07:44:05
100.500695,13.721245999999999,9.0,2018-07-24 07:44:06
100.500734,13.721247,9.0,2018-07-24 07:44:07
100.500764,13.721231,9.0,2018-07-24 07:44:08
100.500821,13.721231,8.9,2018-07-24 07:44:09
100.500877,13.721225,8.9,2018-07-24 07:44:10
100.500926,13.721236,8.9,2018-07-24 07:44:11
100.500961,13.721238,8.9,2018-07-24 07:44:12
100.50101,13.721229000000001,9.0,2018-07-24 07:44:14
100.501053,13.721252999999999,9.0,2018-07-24 07:44:16
100.501081,13.721260000000001,9.0,2018-07-24 07:44:17
100.501126,13.721271,9.0,2018-07-24 07:44:19
100.501171,13.721287,9.0,2018-07-24 07:44:21
100.501198,13.721297,9.0,2018-07-24 07:44:22
100.50124100000001,13.721329999999998,9.1,2018-07-24 07:44:25
100.50125799999999,13.721335999999999,9.1,2018-07-24 07:44:27
100.501274,13.721343,9.1,2018-07-24 07:44:29
100.50129100000001,13.721348999999998,9.0,2018-07-24 07:44:31
100.501308,13.721354999999999,9.0,2018-07-24 07:44:32
100.501346,13.721324,9.0,2018-07-24 07:44:33
100.501412,13.721323000000002,8.9,2018-07-24 07:44:34
100.50146099999999,13.721323000000002,8.9,2018-07-24 07:44:36
100.501491,13.721323000000002,8.8,2018-07-24 07:44:37
100.50152,13.721326000000001,8.8,2018-07-24 07:44:38
100.501552,13.721333999999999,8.7,2018-07-24 07:44:39
100.501583,13.721345999999999,8.7,2018-07-24 07:44:40
100.501613,13.721359,8.7,2018-07-24 07:44:41
100.501643,13.721367,8.7,2018-07-24 07:44:42
100.501673,13.721369000000001,8.7,2018-07-24 07:44:43
